,ActBid,ActBid,ActBid,ActOffer,ActOffer,ActOffer,ActBid,ActBid,ActBid,ActBid,ActBid,ActBid,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActBid,ActBid,ActBid,ActBid,ActBid,ActBid
20171211,77226370.0,16101.0,4796.371032855102,73944339.0,13494.0,5479.793908403735,25104832.0,6629.0,3787.1220395233067,52121538.0,9472.0,5502.696157094595,37077483.0,5102.0,7267.244805958448,36866856.0,8392.0,4393.095328884652,43453442.0,6532.0,6652.394672382119,30490897.0,6962.0,4379.617494972709,26930926.0,7609.0,3539.3515573662767,50295444.0,8492.0,5922.685350918511
20171212,157284912.0,42216.0,3725.718021603184,156746801.0,30778.0,5092.819578920008,60653905.0,17060.0,3555.328546307151,96631007.0,25156.0,3841.2707505167755,60544098.0,11709.0,5170.731744811684,96202703.0,19069.0,5044.9789186638,107123960.0,16936.0,6325.222012281531,49622841.0,13842.0,3584.9473342002602,52609627.0,21553.0,2440.94218902241,104675285.0,20663.0,5065.831921792576
20171213,158819363.0,38047.0,4174.293978500276,123116821.0,34800.0,3537.839683908046,68142361.0,17230.0,3954.867150319211,90677002.0,20817.0,4355.911130326176,56222807.0,16057.0,3501.4515164725667,66894014.0,18743.0,3569.0131782532144,71507774.0,17806.0,4015.9369875322923,51609047.0,16994.0,3036.8981405201835,45266067.0,17677.0,2560.732420659614,113553296.0,20370.0,5574.53588610702
20171214,138375109.0,50428.0,2744.013425081304,144109209.0,35994.0,4003.7008668111353,69017699.0,27165.0,2540.6846677710287,69357410.0,23263.0,2981.447362764906,92911920.0,22713.0,4090.69343547748,51197289.0,13281.0,3854.927264513214,92118707.0,17737.0,5193.590065963805,51990502.0,18257.0,2847.702360738347,53273888.0,26455.0,2013.75498015498,85101221.0,23973.0,3549.8778208818253
20171215,122193453.0,38359.0,3185.5223806668578,124532995.0,35626.0,3495.56489642396,56695894.0,19678.0,2881.1817257851408,65497559.0,18681.0,3506.105615331085,72456339.0,19901.0,3640.839103562635,52076656.0,15725.0,3311.7110333863275,74402594.0,17270.0,4308.198841922409,50130401.0,18356.0,2731.0089888864677,42353500.0,19594.0,2161.5545575176075,79839953.0,18765.0,4254.727045030642
20171218,75873672.0,22226.0,3413.7349050661387,108436063.0,26207.0,4137.675544701798,44503203.0,15305.0,2907.755831427638,31370469.0,6921.0,4532.649761595145,76399265.0,17571.0,4348.031699960162,32036798.0,8636.0,3709.680176007411,73665573.0,13461.0,5472.518609315801,34770490.0,12746.0,2727.9530833202575,31575903.0,11734.0,2690.975200272712,44297769.0,10492.0,4222.051944338544
20171219,101025118.0,25003.0,4040.519857617086,140284382.0,25127.0,5583.01357105902,77158906.0,18854.0,4092.4422403733956,23866212.0,6149.0,3881.315986339242,110887623.0,19688.0,5632.244158878505,29396759.0,5439.0,5404.809523809524,92552390.0,12958.0,7142.490353449606,47731992.0,12169.0,3922.425178732846,44416284.0,13690.0,3244.4327246165085,56608834.0,11313.0,5003.874657473702
20171220,87663520.0,23065.0,3800.7162367223063,98778132.0,15844.0,6234.418833627872,29207888.0,8586.0,3401.8038667598416,58455632.0,14479.0,4037.2699772083706,50562655.0,7584.0,6667.016745780591,48215477.0,8260.0,5837.224818401937,63576425.0,8110.0,7839.263255240444,35201707.0,7734.0,4551.552495474528,34267307.0,12043.0,2845.412853940048,53396213.0,11022.0,4844.512157503175
20171221,88117746.0,21810.0,4040.2451169188444,75245904.0,17716.0,4247.341612102055,38762965.0,11281.0,3436.1284460597467,49354781.0,10529.0,4687.50888023554,40653153.0,8516.0,4773.738022545796,34592751.0,9200.0,3760.0816304347827,45719862.0,8925.0,5122.673613445379,29526042.0,8791.0,3358.6670458423387,33381622.0,10687.0,3123.5727519416114,54736124.0,11123.0,4920.985705295334
20171222,107855133.0,31191.0,3457.8927575262096,179153518.0,27639.0,6481.910271717501,49717129.0,16696.0,2977.7868351701004,58138004.0,14495.0,4010.9005864091064,101048437.0,13577.0,7442.618914340429,78105081.0,14062.0,5554.3365808562085,120838671.0,13945.0,8665.376192183578,58314847.0,13694.0,4258.423178034175,47483791.0,18218.0,2606.421725765726,60371342.0,12973.0,4653.614584136283
20171225,79994376.0,18333.0,4363.408934707903,78662023.0,16472.0,4775.499210781933,29471462.0,7998.0,3684.8539634908725,50522914.0,10335.0,4888.525786163522,38773009.0,6966.0,5566.036319265001,39889014.0,9506.0,4196.193351567431,51206200.0,8730.0,5865.544100801832,27455823.0,7742.0,3546.3475846034617,31904120.0,9348.0,3412.9353872486095,48090256.0,8985.0,5352.28224819143
20171226,59332594.0,14769.0,4017.3738235493265,77232888.0,15736.0,4908.038129130656,26699720.0,7308.0,3653.4920634920636,32632874.0,7461.0,4373.793593352098,47509351.0,8274.0,5742.005197002659,29723537.0,7462.0,3983.32042347896,48845815.0,8057.0,6062.531339208142,28387073.0,7679.0,3696.7148066154446,25648643.0,7522.0,3409.8169369848442,33683951.0,7247.0,4647.985511246033
20171227,40803046.0,14133.0,2887.076063114696,68853406.0,11731.0,5869.355212684341,16559361.0,6521.0,2539.3898175126515,24243685.0,7612.0,3184.9297162375196,34766456.0,4791.0,7256.617825088708,34086950.0,6940.0,4911.664265129683,50289577.0,6835.0,7357.655742501829,18563829.0,4896.0,3791.631740196078,20264775.0,7990.0,2536.267209011264,20538271.0,6143.0,3343.3617125183137
20171228,44324815.0,11161.0,3971.4017561150436,44787256.0,9152.0,4893.7124125874125,11790880.0,3680.0,3204.0434782608695,32533935.0,7481.0,4348.875150380965,16355692.0,3077.0,5315.467013324667,28431564.0,6075.0,4680.092839506173,28042663.0,4594.0,6104.193077927732,16744593.0,4558.0,3673.671127687582,16635211.0,5519.0,3014.1712266714985,27689604.0,5642.0,4907.763913505849
20171229,75088769.0,18866.0,3980.110728294286,55389951.0,13358.0,4146.575160952239,18691211.0,4432.0,4217.331001805054,56397558.0,14434.0,3907.2715809893307,8894169.0,2204.0,4035.4668784029036,46495782.0,11154.0,4168.529854760624,32423096.0,6572.0,4933.520389531345,22966855.0,6786.0,3384.4466548776895,28372600.0,9628.0,2946.8840880764437,46716169.0,9238.0,5056.957025330158
20180102,53251897.0,12633.0,4215.300957808913,56561421.0,12558.0,4504.015050167224,24329178.0,6817.0,3568.898048995159,28922719.0,5816.0,4972.957187070151,34636165.0,7841.0,4417.314755770947,21925256.0,4717.0,4648.135679457282,37098049.0,6557.0,5657.777794723196,19463372.0,6001.0,3243.3547742042992,21175202.0,6654.0,3182.326720769462,32076695.0,5979.0,5364.892958688744
20180103,35501609.0,10971.0,3235.9501412815603,55922684.0,10807.0,5174.672342000556,23978764.0,7654.0,3132.840867520251,11522845.0,3317.0,3473.8754899005125,42246980.0,7612.0,5550.049921177088,13675704.0,3195.0,4280.345539906103,37668367.0,5788.0,6508.010884588804,18254317.0,5019.0,3637.0426379756923,16247739.0,5760.0,2820.788020833333,19253870.0,5211.0,3694.851276146613
20180104,92521423.0,20898.0,4427.286008230452,69715572.0,17083.0,4080.9911608031375,41329907.0,10939.0,3778.216198921291,51191516.0,9959.0,5140.226528767948,40217497.0,9017.0,4460.185982033936,29498075.0,8066.0,3657.088395735185,37566228.0,7435.0,5052.619771351715,32149344.0,9648.0,3332.228855721393,28420789.0,9768.0,2909.5811834561837,64100634.0,11130.0,5759.266307277628
20180105,34932732.0,12201.0,2863.1040078682076,61996667.0,12410.0,4995.702417405319,18259655.0,6816.0,2678.9399941314555,16673077.0,5385.0,3096.207428040854,35810403.0,6205.0,5771.217244157937,26186264.0,6205.0,4220.187590652699,43827485.0,7021.0,6242.342258937473,18169182.0,5389.0,3371.5312673965486,16468475.0,6768.0,2433.285313238771,18464257.0,5433.0,3398.5380084667772
20180108,45006680.0,14907.0,3019.164151069967,69253884.0,11504.0,6019.982962447844,34983091.0,11637.0,3006.194981524448,10023589.0,3270.0,3065.317737003058,51747154.0,8310.0,6227.094344163658,17506730.0,3194.0,5481.1302442078895,49633815.0,6569.0,7555.764195463541,19620069.0,4935.0,3975.6978723404254,20477601.0,8221.0,2490.889307870089,24529079.0,6686.0,3668.722554591684
20180109,29835128.0,8337.0,3578.640758066451,34476335.0,7930.0,4347.583228247163,12270285.0,4045.0,3033.4449938195303,17564843.0,4292.0,4092.4610904007454,17890634.0,3719.0,4810.603388007529,16585701.0,4211.0,3938.6608881500833,23681520.0,4266.0,5551.223628691983,10794815.0,3664.0,2946.183133187773,12640241.0,4357.0,2901.134037181547,17194887.0,3980.0,4320.323366834171
20180110,36051108.0,11797.0,3055.955581927609,67614020.0,9883.0,6841.446929070121,22500019.0,7466.0,3013.664478971337,13551089.0,4331.0,3128.8591549295775,41936079.0,5825.0,7199.32686695279,25677941.0,4058.0,6327.73311976343,51469388.0,5750.0,8951.197913043477,16144632.0,4133.0,3906.274376965884,18952062.0,6832.0,2774.0137587822014,17099046.0,4965.0,3443.9166163141995
20180111,30280082.0,8069.0,3752.643698103854,37973257.0,8374.0,4534.661690948173,11864418.0,3120.0,3802.6980769230768,18415664.0,4949.0,3721.0878965447564,19591954.0,3757.0,5214.786797977109,18381303.0,4617.0,3981.222222222222,24647915.0,4589.0,5371.08629331009,13325342.0,3785.0,3520.565918097754,13443249.0,4380.0,3069.2349315068495,16836833.0,3689.0,4564.064245052859
20180112,28584932.0,7528.0,3797.1482465462273,33245081.0,5825.0,5707.310042918455,11942725.0,3534.0,3379.3788907753255,16642207.0,3994.0,4166.801952929394,18336037.0,2764.0,6633.877351664255,14909044.0,3061.0,4870.644887291734,22240384.0,3409.0,6524.019947198592,11004697.0,2416.0,4554.924254966887,12137517.0,4033.0,3009.5504587155965,16447415.0,3495.0,4705.98426323319
20180115,32231573.0,8282.0,3891.7620140062786,48996580.0,8015.0,6113.110417966313,19767711.0,4946.0,3996.7066316215123,12463862.0,3336.0,3736.169664268585,33020222.0,4629.0,7133.3380859796935,15976358.0,3386.0,4718.357353809805,36153278.0,4586.0,7883.401221107719,12843302.0,3429.0,3745.4948964712744,14518733.0,4670.0,3108.936402569593,17712840.0,3612.0,4903.887043189368
20180116,23872696.0,6540.0,3650.2593272171252,33031270.0,5422.0,6092.0822574695685,12780330.0,3639.0,3512.0445177246497,11092366.0,2901.0,3823.635298173044,22556797.0,3261.0,6917.141061024226,10474473.0,2161.0,4847.049051365108,22163036.0,2977.0,7444.755122606651,10868234.0,2445.0,4445.085480572598,9718924.0,3423.0,2839.3000292141396,14153772.0,3117.0,4540.831568816169
20180117,59299963.0,11945.0,4964.4171619924655,43770387.0,10147.0,4313.628363062974,23986170.0,4904.0,4891.14396411093,35313793.0,7041.0,5015.451356341428,18955475.0,4062.0,4666.537419990153,24814912.0,6085.0,4078.046343467543,26394957.0,5237.0,5040.091082680924,17375430.0,4910.0,3538.784114052953,22318983.0,6225.0,3585.378795180723,36980980.0,5720.0,6465.206293706294
20180118,19068517.0,5635.0,3383.942679680568,27879032.0,6634.0,4202.44678926741,9455524.0,3114.0,3036.456005138086,9612993.0,2521.0,3813.166600555335,17676924.0,3864.0,4574.773291925466,10202108.0,2770.0,3683.071480144404,17224203.0,3312.0,5200.544384057971,10654829.0,3322.0,3207.3537025888018,7747077.0,2721.0,2847.143329658214,11321440.0,2914.0,3885.1887439945094
20180119,20185744.0,6310.0,3199.008557844691,34885606.0,6247.0,5584.377461181367,6839564.0,2474.0,2764.577202910267,13346180.0,3836.0,3479.191866527633,17108375.0,2536.0,6746.204652996846,17777231.0,3711.0,4790.415251953651,25472634.0,3830.0,6650.818276762402,9412972.0,2417.0,3894.485726106744,9955225.0,3645.0,2731.2002743484227,10230519.0,2665.0,3838.8439024390245
20180122,29927390.0,5500.0,5441.3436363636365,30457078.0,6006.0,5071.108558108558,10042288.0,2133.0,4708.058134083451,19885102.0,3367.0,5905.8811998812,13442310.0,2317.0,5801.601208459215,17014768.0,3689.0,4612.298183789645,20114126.0,3163.0,6359.192538729055,10342952.0,2843.0,3638.041505451987,11671958.0,2638.0,4424.548142532221,18255432.0,2862.0,6378.557651991614
20180123,39946141.0,8262.0,4834.923868312757,32431555.0,6941.0,4672.461460884599,7724325.0,1645.0,4695.63829787234,32221816.0,6617.0,4869.550551609491,6067198.0,1407.0,4312.152096659559,26364357.0,5534.0,4764.068847126852,18833211.0,3432.0,5487.532342657342,13598344.0,3509.0,3875.2761470504415,12571347.0,3788.0,3318.7294086589227,27374794.0,4474.0,6118.639696021457
20180124,47114198.0,7448.0,6325.751611170784,40282364.0,8363.0,4816.736099485831,12822275.0,3159.0,4058.9664450775563,34291923.0,4289.0,7995.318955467475,19020680.0,3534.0,5382.195812110923,21261684.0,4829.0,4402.91654586871,24222923.0,4045.0,5988.361681087763,16059441.0,4318.0,3719.185039370079,13297712.0,3317.0,4008.957491709376,33816486.0,4131.0,8186.0290486565
20180125,20776479.0,5905.0,3518.4553767993225,36988873.0,5724.0,6462.067260656883,6153329.0,1767.0,3482.3593661573286,14623150.0,4138.0,3533.8690188496857,14146127.0,1347.0,10501.950259836674,22842746.0,4377.0,5218.813342472013,27280308.0,3222.0,8466.886405959032,9708565.0,2502.0,3880.3217426059155,10447836.0,3273.0,3192.12832263978,10328643.0,2632.0,3924.2564589665653
20180126,16057150.0,4257.0,3771.9403335682405,25535037.0,4402.0,5800.780781462971,9152683.0,2672.0,3425.4053143712576,6904467.0,1585.0,4356.130599369085,18929516.0,2982.0,6347.926224010731,6605521.0,1420.0,4651.775352112676,17575828.0,2536.0,6930.531545741325,7959209.0,1866.0,4265.385316184352,6843846.0,2207.0,3100.9723606705934,9213304.0,2050.0,4494.294634146341
20180129,23996534.0,6928.0,3463.7029445727485,44806236.0,5519.0,8118.542489581446,17372288.0,5024.0,3457.859872611465,6624246.0,1904.0,3479.1207983193276,31337949.0,3299.0,9499.226735374355,13468287.0,2220.0,6066.795945945946,32297537.0,3198.0,10099.292370231395,12508699.0,2321.0,5389.357604480827,12069225.0,3848.0,3136.4929833679835,11927309.0,3080.0,3872.502922077922
20180130,11645516.0,3552.0,3278.579954954955,16188404.0,3113.0,5200.258271763572,5660615.0,2049.0,2762.623230844314,5984901.0,1503.0,3981.9700598802397,9521937.0,1551.0,6139.224371373308,6666467.0,1562.0,4267.904609475032,11288688.0,1811.0,6233.40033130867,4899716.0,1302.0,3763.2227342549922,5479717.0,1946.0,2815.8874614594038,6165799.0,1606.0,3839.2272727272725
20180131,28455112.0,7343.0,3875.1344137273595,41859245.0,6065.0,6901.771640560593,20111544.0,4737.0,4245.628879037366,8343568.0,2606.0,3201.67613200307,27605099.0,4288.0,6437.756296641791,14254146.0,1777.0,8021.466516601013,28567499.0,3293.0,8675.219860309748,13291746.0,2772.0,4795.002164502164,13030316.0,3875.0,3362.662193548387,15424796.0,3468.0,4447.749711649366
20180201,22297932.0,5592.0,3987.469957081545,33658155.0,5115.0,6580.284457478006,11597300.0,3065.0,3783.784665579119,10700632.0,2527.0,4234.519984170954,18866091.0,2802.0,6733.080299785867,14792064.0,2313.0,6395.185473411154,26036022.0,3356.0,7758.051847437426,7622133.0,1759.0,4333.219442865265,12150353.0,3520.0,3451.8048295454546,10147579.0,2072.0,4897.480212355213
20180212,72040158.0,17360.0,4149.778686635945,38290792.0,4166.0,9191.260681709073,61965217.0,14626.0,4236.648229180911,10074941.0,2734.0,3685.055230431602,30706794.0,2959.0,10377.422777965528,7583998.0,1207.0,6283.345484672743,29090256.0,2406.0,12090.713216957605,9200536.0,1760.0,5227.577272727272,53211331.0,12656.0,4204.435129582806,18828827.0,4704.0,4002.7268282312925
20180213,24987696.0,5462.0,4574.825338703771,34147625.0,6055.0,5639.574731626754,12703170.0,2964.0,4285.81983805668,12284526.0,2498.0,4917.744595676541,20392679.0,3174.0,6424.914618777568,13754946.0,2881.0,4774.36515098924,22781623.0,3454.0,6595.721771858714,11366002.0,2601.0,4369.858515955401,11302365.0,3034.0,3725.23566249176,13685331.0,2428.0,5636.462520593081
20180214,16879124.0,4620.0,3653.490043290043,27219494.0,3814.0,7136.731515469323,14528684.0,3862.0,3761.9585706887624,2350440.0,758.0,3100.844327176781,23501359.0,3071.0,7652.673070661022,3718135.0,743.0,5004.21938088829,18638592.0,2185.0,8530.248054919908,8580902.0,1629.0,5267.588704726826,9615849.0,2534.0,3794.731254932912,7263275.0,2086.0,3481.9151486097794
20180222,27441090.0,4419.0,6209.79633401222,20612069.0,3499.0,5890.845670191483,4108470.0,933.0,4403.5048231511255,23332620.0,3486.0,6693.235800344234,4136719.0,710.0,5826.364788732394,16475350.0,2789.0,5907.260666905701,11942266.0,1500.0,7961.510666666667,8669803.0,1999.0,4337.070035017508,8562956.0,1829.0,4681.769272826681,18878134.0,2590.0,7288.854826254827
20180223,16150294.0,3127.0,5164.788615286217,22526593.0,2944.0,7651.695991847826,7287664.0,1512.0,4819.883597883598,8862630.0,1615.0,5487.696594427244,12168846.0,1491.0,8161.533199195171,10357747.0,1453.0,7128.525120440468,14466769.0,1577.0,9173.601141407737,8059824.0,1367.0,5895.994147768837,7220083.0,1574.0,4587.092121982211,8930211.0,1553.0,5750.296844816484
20180226,43867574.0,6891.0,6365.922797852271,34899120.0,7379.0,4729.5189050006775,16551268.0,2681.0,6173.542707944796,27316306.0,4210.0,6488.433729216152,8730934.0,1808.0,4829.0564159292035,26168186.0,5571.0,4697.215221683719,19797613.0,4010.0,4937.060598503741,15101507.0,3369.0,4482.48946274859,8811176.0,2513.0,3506.2379625945086,35056398.0,4378.0,8007.400182731841
20180227,69814207.0,19218.0,3632.7509106046414,63522363.0,10753.0,5907.4084441551195,45470227.0,12422.0,3660.4594268233777,24343980.0,6796.0,3582.1041789287815,43987353.0,7063.0,6227.856859691349,19535010.0,3690.0,5294.040650406504,37930468.0,5423.0,6994.369905956113,25591895.0,5330.0,4801.481238273921,25729317.0,9685.0,2656.615074858028,44084890.0,9533.0,4624.450854924998
20180228,47068355.0,11198.0,4203.282282550455,40564815.0,9603.0,4224.181505779444,5838404.0,1637.0,3566.526572999389,41229951.0,9561.0,4312.305302792595,6415072.0,1575.0,4073.061587301587,34149743.0,8028.0,4253.82947184853,21863508.0,4799.0,4555.846634715565,18701307.0,4804.0,3892.8615736885927,17800123.0,5556.0,3203.7658387329016,29268232.0,5642.0,5187.563275434243
20180301,42080072.0,10233.0,4112.193100752467,40345424.0,9052.0,4457.072912063632,16977389.0,4677.0,3629.974128714988,25102683.0,5556.0,4518.121490280778,18993919.0,4184.0,4539.655592734226,21351505.0,4868.0,4386.093878389483,22251438.0,4033.0,5517.341433176295,18093986.0,5019.0,3605.09782825264,14402669.0,4568.0,3152.9485551663747,27677403.0,5665.0,4885.68455428067
20180302,27927445.0,8464.0,3299.556356332703,43570875.0,7675.0,5676.986970684039,18456727.0,5520.0,3343.609963768116,9470718.0,2944.0,3216.9558423913045,27729573.0,4434.0,6253.850473612991,15841302.0,3241.0,4887.782165998149,30514227.0,4556.0,6697.591527655838,13056648.0,3119.0,4186.164796409105,14993332.0,4896.0,3062.3635620915034,12934113.0,3568.0,3625.0316704035877
20180305,29742631.0,6318.0,4707.602247546692,25442036.0,4859.0,5236.064210742951,10642939.0,3040.0,3500.9667763157895,19099692.0,3278.0,5826.629652226968,12702087.0,2606.0,4874.169992325403,12739949.0,2253.0,5654.660008877053,13419745.0,2387.0,5622.012987012987,12022291.0,2472.0,4863.386326860841,10216507.0,2861.0,3570.95665851101,19526124.0,3457.0,5648.285796933757
20180306,53939377.0,11220.0,4807.43110516934,53007231.0,10235.0,5179.016218856864,21549486.0,4413.0,4883.182868796737,32389891.0,6807.0,4758.320993095343,24100911.0,4118.0,5852.576736279748,28906320.0,6117.0,4725.571358509073,32766807.0,5402.0,6065.6806738245095,20240424.0,4833.0,4187.962756052141,22376531.0,5812.0,3850.0569511355816,31562846.0,5408.0,5836.325073964497
20180307,28101948.0,7068.0,3975.9405772495757,35327918.0,6052.0,5837.395571711831,8899257.0,2660.0,3345.585338345865,19202691.0,4408.0,4356.327359346643,14778559.0,2109.0,7007.377430061641,20549359.0,3943.0,5211.60512300279,20882116.0,3161.0,6606.173995571022,14445802.0,2891.0,4996.818401937046,12311121.0,3629.0,3392.4279415817027,15790827.0,3439.0,4591.691480081419
20180308,47414704.0,7465.0,6351.6013395847285,35844840.0,7499.0,4779.949326576877,8918045.0,1445.0,6171.657439446367,38496659.0,6020.0,6394.793853820598,6223828.0,1207.0,5156.444076222038,29621012.0,6292.0,4707.726001271456,19681520.0,3936.0,5000.386178861789,16163320.0,3563.0,4536.435587987651,17794387.0,3651.0,4873.839222130923,29620317.0,3814.0,7766.20791819612
20180309,53639278.0,8535.0,6284.625424721734,50381153.0,7630.0,6603.034469200525,15076822.0,3066.0,4917.424005218526,38562456.0,5469.0,7051.098189797038,20374515.0,2786.0,7313.178391959799,30006638.0,4844.0,6194.599091659786,27148216.0,3732.0,7274.441586280815,23232937.0,3898.0,5960.219856336583,19850352.0,4152.0,4780.913294797688,33788926.0,4383.0,7709.086470454027
20180312,62286531.0,12813.0,4861.198080074924,59315030.0,11394.0,5205.81270844304,26260562.0,5601.0,4688.54883056597,36025969.0,7212.0,4995.281336661121,19289675.0,3782.0,5100.390005288207,40025355.0,7612.0,5258.191671045717,33768491.0,5731.0,5892.251090560112,25546539.0,5663.0,4511.131732297369,24886115.0,6592.0,3775.199484223301,37400416.0,6221.0,6011.962063976853
20180313,95301615.0,19835.0,4804.719687421225,85127214.0,16809.0,5064.383009102266,39972811.0,9795.0,4080.940377743747,55328804.0,10040.0,5510.837051792829,42291954.0,7894.0,5357.480871548011,42835260.0,8915.0,4804.852495793606,55233268.0,8907.0,6201.107892668688,29893946.0,7902.0,3783.086054163503,35427033.0,10258.0,3453.600409436537,59874582.0,9577.0,6251.914169364101
20180314,38330477.0,11439.0,3350.859078590786,66554016.0,11310.0,5884.528381962865,20997243.0,6468.0,3246.3269944341373,17333234.0,4971.0,3486.870649768658,46517063.0,6948.0,6695.029217040875,20036953.0,4362.0,4593.524300779459,47429328.0,6501.0,7295.6972773419475,19124688.0,4809.0,3976.853399875234,18482574.0,6668.0,2771.8317336532696,19847903.0,4771.0,4160.113812617899
20180315,60125131.0,13486.0,4458.336867862969,53948919.0,11333.0,4760.338745257213,29124724.0,7227.0,4029.988100179881,31000407.0,6259.0,4952.932896628854,30420589.0,5827.0,5220.626222756136,23528330.0,5506.0,4273.2164911006175,31920693.0,5549.0,5752.51270499189,22028226.0,5784.0,3808.4761410788383,20375093.0,6568.0,3102.176157125457,39750038.0,6918.0,5745.885805145996
20180316,25596011.0,6447.0,3970.2204125950057,39207839.0,7902.0,4961.761452796761,17742158.0,4430.0,4005.0018058690744,7853853.0,2017.0,3893.828953891919,29116232.0,5421.0,5371.007563180225,10091607.0,2481.0,4067.5562273276905,24477897.0,3953.0,6192.232987604351,14729942.0,3949.0,3730.0435553304633,10209881.0,3220.0,3170.77049689441,15386130.0,3227.0,4767.936163619461
20180319,29905161.0,7484.0,3995.8793425975414,40615776.0,7189.0,5649.711503686187,14058404.0,4228.0,3325.0719016083253,15846757.0,3256.0,4866.94011056511,23739904.0,3491.0,6800.316241764537,16875872.0,3698.0,4563.513250405625,27165022.0,4001.0,6789.5581104723815,13450754.0,3188.0,4219.182559598495,13518874.0,3951.0,3421.63351050367,16386287.0,3533.0,4638.065949617889
20180320,39227248.0,9976.0,3932.1619887730553,50807738.0,8309.0,6114.783728487183,16678815.0,4473.0,3728.775989268947,22548433.0,5503.0,4097.480101762675,26301945.0,3708.0,7093.296925566343,24505793.0,4601.0,5326.1884372962395,32613543.0,4432.0,7358.651398916967,18194195.0,3877.0,4692.854010833118,15209113.0,4936.0,3081.262763371151,24018135.0,5040.0,4765.502976190476
20180321,27299624.0,7016.0,3891.0524515393386,41187385.0,6484.0,6352.156847624923,8281702.0,2681.0,3089.034688549049,19017922.0,4335.0,4387.063898500577,16351433.0,2046.0,7991.902737047898,24835952.0,4438.0,5596.203695358269,30530506.0,4140.0,7374.518357487923,10656879.0,2344.0,4546.4500853242325,14193546.0,4102.0,3460.1526084836664,13106078.0,2914.0,4497.624571036376
